"Data Source","World Development Indicators",
"Panama","PAN","Wholesale price index (2010 = 100)","FP.WPI.TOTL","","","","","","","20.8896483696856","21.1104903995942","21.4919448147539","21.8181887225494","22.4957722231509","23.7053842504302","25.7230773413588","28.428392207124","37.0161356863897","42.2159616620959","45.5085155618529","48.7809929133907","51.4110207235725","58.6285397902074","67.617814232852","74.3936492398705","80.5471112536016","77.4592529918404","78.2804918912449","77.9766334984652","65.5184393944977","66.471076517807","61.9460501820878","63.4571297569922","65.963625248357","66.2692954302308","67.4919761577258","67.3238575576952","68.6993733761272","70.7473635946813","72.2451474858628","70.6250955219318","67.8587803759743","69.6775179581232","75.7756380865047","73.3455601406083","71.1447348311172","72.3368485404249","75.515818431912","79.7799174690509","84.6095063426563","89.1181415252942","103.178969891487","96.2708237811402","100","111.860003056702","117.132813694024","117.300932294055","115.390493657344","108.803301237964","107.91685771053","","","",
"Peru","PER","Wholesale price index (2010 = 100)","FP.WPI.TOTL","","","","","","","","","","","","","","","","","","","","","4.37306706616796E-06","7.35452701261314E-06","1.15137996888796E-05","2.45280472777954E-05","5.39889142062283E-05","0.000147879635909536","0.000237055219522833","0.000359077395766458","0.00261355867313187","0.0682222951497772","4.66460487446633","18.9517298288043","29.7907875273137","43.9571372281462","51.822321858966","57.2743897751134","62.6805502049929","67.3078382366074","72.2003867985289","75.7483630065059","79.030034883032","80.124357364295","79.2861253453007","80.6348108658154","84.8389266334141","86.7792545372477","89.5516783364413","91.7805695428206","99.9554711156567","98.2012059580319","100","106.337861681256","108.220801523608","108.632864151065","110.624198145534","112.584495849697","114.486877640471","115.65401624688","117.566599213863","118.948961917975",
"Philippines","PHL","Wholesale price index (2010 = 100)","FP.WPI.TOTL","0.862759943929687","0.906382637723885","0.954852297495216","1.04694465106074","1.09056734485494","1.11964914071774","1.19720059635187","1.22628239221467","1.2456702561232","1.54133518072832","1.54133518072832","1.78368347958497","1.9630212207389","2.42832995454367","3.58675482307848","3.7806334621638","4.3041057876457","4.625217283655","4.84736989094431","5.76748559892058","6.8233163542687","7.81977177640905","8.6526420968252","10.0352391417903","16.7927175415686","19.8410552273498","19.9016423020923","21.5221445937966","24.2663351645168","26.7294017085632","28.9961200932846","33.960893962193","35.2238179020698","35.1863221845566","38.2183622507386","40.3198267822745","43.9194156635427","44.1273464606614","49.2710771631555","51.9444786661739","54.9546219867767","59.2254938195557","62.1986776723749","65.2704201059505","70.7445279454643","78.7483060243933","85.3640507576691","88.0826249435341","98.5134080735904","94.4355467947928","100","108.652622068909","109.87228450577","111.62991252926","114.677015317646","110.237772576075","111.498501088251","116.385364050758","124.56161964601","",
"Palau","PLW","Wholesale price index (2010 = 100)","FP.WPI.TOTL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Papua New Guinea","PNG","Wholesale price index (2010 = 100)","FP.WPI.TOTL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Poland","POL","Wholesale price index (2010 = 100)","FP.WPI.TOTL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Pre-demographic dividend","PRE","Wholesale price index (2010 = 100)","FP.WPI.TOTL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Puerto Rico","PRI","Wholesale price index (2010 = 100)","FP.WPI.TOTL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Korea, Dem. People’s Rep.","PRK","Wholesale price index (2010 = 100)","FP.WPI.TOTL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Portugal","PRT","Wholesale price index (2010 = 100)","FP.WPI.TOTL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Paraguay","PRY","Wholesale price index (2010 = 100)","FP.WPI.TOTL","","","","","","","","","","","","","1.44455265213848","1.93329296610116","2.56095109345654","2.99527992420312","3.02922691152356","3.27239327463594","3.69035050865468","4.66145102905116","5.00549531903788","5.63700558679535","5.83153867728333","7.11454219115645","9.12451682723029","11.2631770287129","16.3469189497561","18.2867124028087","23.2368332035242","28.3292424404754","43.9364300529549","57.8835859093519","","","","100","","","","","","","","","","","","","","","","","","","","","","","","",
"West Bank and Gaza","PSE","Wholesale price index (2010 = 100)","FP.WPI.TOTL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","82.1939105473103","85.0657920754151","87.6895000626363","97.0798677247081","96.4301748045524","100","103.760240932546","104.723811535585","105.541545563223","107.108165133779","108.406608432162","110.163751872949","108.87453395046","110.020270955003","",
"Pacific island small states","PSS","Wholesale price index (2010 = 100)","FP.WPI.TOTL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Post-demographic dividend","PST","Wholesale price index (2010 = 100)","FP.WPI.TOTL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"French Polynesia","PYF","Wholesale price index (2010 = 100)","FP.WPI.TOTL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Qatar","QAT","Wholesale price index (2010 = 100)","FP.WPI.TOTL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Romania","ROU","Wholesale price index (2010 = 100)","FP.WPI.TOTL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Russian Federation","RUS","Wholesale price index (2010 = 100)","FP.WPI.TOTL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Rwanda","RWA","Wholesale price index (2010 = 100)","FP.WPI.TOTL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"South Asia","SAS","Wholesale price index (2010 = 100)","FP.WPI.TOTL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Saudi Arabia","SAU","Wholesale price index (2010 = 100)","FP.WPI.TOTL","","","","","","","","","","","","","","","","","","","","","","","","","","","56.181693989071","60.228825136612","68.323087431694","69.108606557377","70.5088797814207","72.4043715846994","73.3265027322404","73.7875683060109","75.1024590163934","80.5327868852459","80.3620218579235","80.3107923497268","78.8251366120219","79.1666666666667","79.4569672131148","79.3715846994536","79.3545081967213","80.0375683060109","82.4795081967213","84.8872950819672","85.8265027322404","90.693306010929","98.8387978142076","95.8333333333333","100","104.252049180328","106.847677595628","108.145491803279","108.69193989071","108.355882250871","111.207830870047","109.76369128263","127.338597582331","",
"Sudan","SDN","Wholesale price index (2010 = 100)","FP.WPI.TOTL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Senegal","SEN","Wholesale price index (2010 = 100)","FP.WPI.TOTL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Singapore","SGP","Wholesale price index (2010 = 100)","FP.WPI.TOTL","","","","","","","","","","","","","","","68.5854853297964","67.561578795252","72.112274504338","75.3383927123865","76.5410765783593","87.5521349458799","104.698506278329","108.745374962481","104.178426768719","100.383471597035","99.749624694698","97.5230342941809","82.7901569360149","89.0392372936705","87.3977363414645","89.6324529843192","91.1825564438649","87.4440716296664","83.6144042590241","79.9739406930028","79.6403645073456","79.6555616000863","79.7467441565301","78.8273200457212","76.4337779390697","78.0386681057674","85.9146489238346","84.5501387821048","83.3128886535933","84.9829386800003","89.3221516307083","97.9422351731231","102.836818649297","103.128213918409","110.901611244429","95.4833733287624","100","108.416181007885","108.930407953377","106.016519540624","102.494436350131","86.7812250028568","80.7718974974289","86.4544337789967","104.845517655125","105.392802179751",
"Solomon Islands","SLB","Wholesale price index (2010 = 100)","FP.WPI.TOTL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sierra Leone","SLE","Wholesale price index (2010 = 100)","FP.WPI.TOTL","","","","","","","","","","","4.04652144074807","4.2731266413895","4.74656964995702","5.98885173230714","7.55080900839543","8.81737021934958","10.8012785187032","12.7587347073988","14.9278077812707","18.0844263198419","22.1293949079685","26.989970241385","32.317866196449","46.2625371983063","67.0274440649627","100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"El Salvador","SLV","Wholesale price index (2010 = 100)","FP.WPI.TOTL","5.75167508638488","5.60044836385121","5.57346366986188","5.6611639253033","6.04288490895903","5.93663267639258","5.93831921974969","6.01927330171767","5.9405679442652","5.92257814827606","6.43978478296374","6.08898376116995","6.44596877534062","7.80700927812687","9.78476247467133","9.95678989883431","13.4147659966099","19.7578556261545","15.8360801005396","17.0375753931076","19.7289780119552","21.6960278271816","23.5461179237022","25.1463395301888","26.6229559793382","30.3018707690111","40.1474867295702","40.4409492966178","42.663449770326","46.8023618174345","55.6392002037467","59.4940862065833","60.799383249538","65.3830080454222","70.5213940527199","77.8917170564884","81.6346938738889","82.4672344173232","77.5389771774535","76.4092526213884","78.9016908096105","77.6527470856878","74.4126970588932","76.1833077101754","80.4961415968463","85.7558457988979","91.5253061588476","95.8205786700121","106.173662017755","95.3255298275257","100","114.437923523726","112.093662810658","108.554247046506","110.843663684366","111.345097028019","108.445562001651","","","",
"San Marino","SMR","Wholesale price index (2010 = 100)","FP.WPI.TOTL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Somalia","SOM","Wholesale price index (2010 = 100)","FP.WPI.TOTL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Serbia","SRB","Wholesale price index (2010 = 100)","FP.WPI.TOTL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sub-Saharan Africa (excluding high income)","SSA","Wholesale price index (2010 = 100)","FP.WPI.TOTL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"South Sudan","SSD","Wholesale price index (2010 = 100)","FP.WPI.TOTL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sub-Saharan Africa","SSF","Wholesale price index (2010 = 100)","FP.WPI.TOTL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Small states","SST","Wholesale price index (2010 = 100)","FP.WPI.TOTL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sao Tome and Principe","STP","Wholesale price index (2010 = 100)","FP.WPI.TOTL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Suriname","SUR","Wholesale price index (2010 = 100)","FP.WPI.TOTL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Slovak Republic","SVK","Wholesale price index (2010 = 100)","FP.WPI.TOTL","","","","","","","","","","","","","","","","","","","","","78.8643533123028","82.2555205047319","88.4069400630915","89.1955835962145","96.5299684542587","98.2649842271293","98.2649842271293","98.3438485804416","98.1072555205047","95.4258675078864","100","168.927444794953","177.839116719243","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Slovenia","SVN","Wholesale price index (2010 = 100)","FP.WPI.TOTL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sweden","SWE","Wholesale price index (2010 = 100)","FP.WPI.TOTL","","","79.7975352112676","80.6338028169014","84.9911971830986","88.2042253521127","90.625","88.6443661971831","87.7640845070422","93.3098591549296","100","100.484154929577","102.860915492958","118.485915492958","158.93485915493","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Eswatini","SWZ","Wholesale price index (2010 = 100)","FP.WPI.TOTL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sint Maarten (Dutch part)","SXM","Wholesale price index (2010 = 100)","FP.WPI.TOTL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Seychelles","SYC","Wholesale price index (2010 = 100)","FP.WPI.TOTL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Syrian Arab Republic","SYR","Wholesale price index (2010 = 100)","FP.WPI.TOTL","2.65363900126702","2.6276441702342","2.43300386132796","2.40867382271468","2.45733389994124","2.45327889350569","2.67833175067853","2.92163213681133","2.81620196948712","2.75334936973614","3.02300729769999","3.29469272888161","3.14465749076639","4.17057411895968","4.74435752958952","5.1032255991354","5.71350406768516","6.22848988499958","7.03138115923781","7.6396321245698","8.78314393939394","10.4519412878788","11.59375","11.9450757575758","12.999053030303","14.3165246212121","20.1133996212121","29.5113636363636","43.3636363636363","49.3863636363636","60.2272727272727","68.6590909090909","70.4659090909091","76.4886363636363","87.3295454545454","93.3522727272727","96.3636363636364","98.7727272727273","98.1704545454545","96.3636363636363","90.9090909090909","87.2727272727273","91.8181818181818","96.3636363636364","97.2727272727273","100","104","108","115","145","","","","","","","","","","",
"Turks and Caicos Islands","TCA","Wholesale price index (2010 = 100)","FP.WPI.TOTL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chad","TCD","Wholesale price index (2010 = 100)","FP.WPI.TOTL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"East Asia & Pacific (IDA & IBRD countries)","TEA","Wholesale price index (2010 = 100)","FP.WPI.TOTL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Europe & Central Asia (IDA & IBRD countries)","TEC","Wholesale price index (2010 = 100)","FP.WPI.TOTL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Togo","TGO","Wholesale price index (2010 = 100)","FP.WPI.TOTL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Thailand","THA","Wholesale price index (2010 = 100)","FP.WPI.TOTL","19.351830136064","20.9335601994675","22.2529179775036","20.8473521628719","19.5917133683593","20.2101623268137","23.0775165887386","24.8354109009889","23.6922173716497","24.4793342279394","23.9695823591152","23.0737684132328","24.816670023385","34.4232438450098","43.4338577609151","42.3056569335616","44.9781060691857","45.832690084467","48.6850516444063","57.6694283316961","66.7587539331479","62.3134177834377","56.3838041332121","60.405596451031","58.5384877882318","58.5238629161995","59.7816019109833","63.1160727343636","69.6387656608005","70.7795056793253","70.3505094330424","71.2231267976405","72.7002388729099","71.2133768829522","79.3155559888851","92.1854433773704","93.116560230098","92.5169404767708","111.032028469751","98.1718909959538","100","","","","","","","","","","","","","","","","","","","",
"Tajikistan","TJK","Wholesale price index (2010 = 100)","FP.WPI.TOTL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Turkmenistan","TKM","Wholesale price index (2010 = 100)","FP.WPI.TOTL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Latin America & the Caribbean (IDA & IBRD countries)","TLA","Wholesale price index (2010 = 100)","FP.WPI.TOTL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Timor-Leste","TLS","Wholesale price index (2010 = 100)","FP.WPI.TOTL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Middle East & North Africa (IDA & IBRD countries)","TMN","Wholesale price index (2010 = 100)","FP.WPI.TOTL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Tonga","TON","Wholesale price index (2010 = 100)","FP.WPI.TOTL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"South Asia (IDA & IBRD)","TSA","Wholesale price index (2010 = 100)","FP.WPI.TOTL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sub-Saharan Africa (IDA & IBRD countries)","TSS","Wholesale price index (2010 = 100)","FP.WPI.TOTL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Trinidad and Tobago","TTO","Wholesale price index (2010 = 100)","FP.WPI.TOTL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Tunisia","TUN","Wholesale price index (2010 = 100)","FP.WPI.TOTL","","","21.6166470890688","22.6964014856725","23.7995116347064","26.8770811546127","27.8184976335262","28.8461507365374","29.8486514908026","30.1594626565266","31.3577924113097","33.6756559003345","34.1669279813944","35.9987456881206","43.6265286921971","47.7553046930333","48.3380370020383","50.6872582834483","52.2603742028065","56.0572802340075","62.1250130656162","69.8991324342532","81.715793874595","87.096268422494","93.3051113199279","100","105.667920978363","108.484895996655","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Turkey","TUR","Wholesale price index (2010 = 100)","FP.WPI.TOTL","","","","","","","","","","","","","","","","","","","","","","0.00348576118084302","0.00442691669967064","0.00577590627665689","0.00868303110147997","0.0124371958932479","0.0161132215385453","0.0212773767279642","0.0362708348622696","0.0594755872988419","0.0905831120751256","0.140717930990391","0.228102191609546","0.360323154691492","0.797252667308455","1.48308927436055","2.60927510465602","4.74375967084095","8.1512441460062","12.4764727415991","18.8936923362094","30.5373682290826","45.8388393595669","57.5565268750552","63.9407933594168","69.2075441362399","75.9662204044861","80.758439749955","91.0285954600447","92.1524891889216","100","111.085286768463","117.852918841672","123.134312492484","","","","","","",
"Tuvalu","TUV","Wholesale price index (2010 = 100)","FP.WPI.TOTL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Tanzania","TZA","Wholesale price index (2010 = 100)","FP.WPI.TOTL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Uganda","UGA","Wholesale price index (2010 = 100)","FP.WPI.TOTL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ukraine","UKR","Wholesale price index (2010 = 100)","FP.WPI.TOTL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Upper middle income","UMC","Wholesale price index (2010 = 100)","FP.WPI.TOTL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Uruguay","URY","Wholesale price index (2010 = 100)","FP.WPI.TOTL","","5.2804123728295E-06","5.70284536265586E-06","6.81173196095005E-06","1.01911958795609E-05","1.62636701083148E-05","3.12248384979984E-05","5.27337182299906E-05","0.000122210744025495","0.000141051567062758","0.000160401601533462","0.000192889290986906","0.00036683591664986","0.000788157456677753","0.00140796961346039","0.00242700353405964","0.00365491598465579","0.0054940858399528","0.00816286296260954","0.0147270057087922","0.0208767521904418","0.0257694593275025","0.0290958320953031","0.0504746667591163","0.0895305726502105","0.158086522672472","0.264269327619023","0.431346283675731","0.679106060042063","1.17610263145856","2.44250219877466","4.58256855272885","7.25496158577445","9.67588961637943","12.9849451763043","17.8816653422229","22.3564175648242","26.014212753519","28.4309807167253","28.1807547774623","30.1083412486719","32.0894182590564","42.3338683672765","58.8085828682323","67.4485353218719","65.7143407735463","69.6015037580431","77.8237519889403","91.0065721352486","92.9290277417117","100","115.930080126035","123.380494379299","127.646292626606","141.591657757057","151.267295925659","156.337694910716","","","",
"United States","USA","Wholesale price index (2010 = 100)","FP.WPI.TOTL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Uzbekistan","UZB","Wholesale price index (2010 = 100)","FP.WPI.TOTL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"St. Vincent and the Grenadines","VCT","Wholesale price index (2010 = 100)","FP.WPI.TOTL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Venezuela, RB","VEN","Wholesale price index (2010 = 100)","FP.WPI.TOTL","0.0132864315221939","0.0134845529301393","0.0141294722718341","0.0145790029146585","0.0152102587109104","0.0157007799899269","0.0159139312977161","0.0161270826055735","0.0163989871585008","0.0166490300389106","0.0169072710464496","0.0175071006883672","0.0181096630393872","0.0193188868050257","0.0225489489316224","0.0256341774772074","0.0274705579755265","0.0303057436407699","0.0325383669549934","0.0355525450646304","0.0426726185593078","0.0485780028702104","0.0527699785911927","0.0561640032621617","0.0659757951956765","0.078003814188938","0.091230155367965","0.132810747581383","0.158462175482346","0.312929363953278","0.398138825619016","0.486750797408879","0.601476893335492","0.811755404588744","1.44619658340541","2.28125043625704","4.63634606321798","6.01615702206228","7.34994663335702","8.54163207389553","9.83822542194278","11.3672947391523","15.6045028677197","23.6264696658691","30.8351544324168","36.3672404629298","41.2257043495997","49.109269227766","61.0556436450351","78.9422838410196","100","122.108040596403","141.376538101254","194.441334675964","305.718011635706","751.616140427759","4005.10218819635","","","",
"British Virgin Islands","VGB","Wholesale price index (2010 = 100)","FP.WPI.TOTL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Virgin Islands (U.S.)","VIR","Wholesale price index (2010 = 100)","FP.WPI.TOTL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Vietnam","VNM","Wholesale price index (2010 = 100)","FP.WPI.TOTL","27.1277741865977","30.2951950010774","31.1139840551605","32.1482439129498","33.2471450118509","35.9405300581771","46.7356173238526","62.2064210299504","67.2915319974144","80.3490627020039","100","119.09071320836","158.888170652877","241.370394311571","413.703943115708","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Vanuatu","VUT","Wholesale price index (2010 = 100)","FP.WPI.TOTL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"World","WLD","Wholesale price index (2010 = 100)","FP.WPI.TOTL","","","","","","","","","2.42139972963273","2.5188177268708","2.64502458794381","2.76036021685964","2.91890474093241","3.36372147471533","4.08250993877408","4.54554740415874","4.98135623438809","5.55758461574733","6.03406877380219","6.89025398990017","8.25490470216206","9.08243883416628","10.1603961315806","11.4733601852116","13.0779609039135","14.5739135893142","15.5280890192542","17.401673042806","19.8450483593032","22.1363247814399","27.9296438379497","31.8544538620811","36.4478436456304","42.7310122222372","54.0042908055644","62.3164468240714","66.2970344239871","69.4036043915676","71.5938353636417","74.6727981887097","80.3557992311846","83.1016260659782","84.8401843618872","89.1068372362165","94.4610140136811","100","105.087528644997","110.035239075488","120.31089466512","115.490866110232","","","","","","","","","","",
"Samoa","WSM","Wholesale price index (2010 = 100)","FP.WPI.TOTL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Kosovo","XKX","Wholesale price index (2010 = 100)","FP.WPI.TOTL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Yemen, Rep.","YEM","Wholesale price index (2010 = 100)","FP.WPI.TOTL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"South Africa","ZAF","Wholesale price index (2010 = 100)","FP.WPI.TOTL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Zambia","ZMB","Wholesale price index (2010 = 100)","FP.WPI.TOTL","","","","","","","0.0215474401910396","0.0212996446288426","0.0231581113451582","0.0253667239647936","0.024747235059409","0.0232065930856419","0.0243917022961491","0.0297624017638196","0.0335816855376275","0.031346138617861","0.037390195591286","0.0455997703042337","0.0530821189104645","0.0659836487249033","0.0747965517629846","0.0758685369124888","0.0809106379171921","0.100411071290083","0.128460451558984","0.189100335116079","0.408302444180009","0.75294836317564","0.839967700387154","1.54719778233746","3.33539829635164","6.39430522703191","14.1490511854055","34.0738506191388","58.1304686729847","100","","","","","","","","","","","","","","","","","","","","","","","","",
"Zimbabwe","ZWE","Wholesale price index (2010 = 100)","FP.WPI.TOTL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
